Mixture	Tgd	CD8_Tem	Tte	MAIT	NK	Treg	CD4_Tem	CD8_Tem_PD1	Naive_like	HLADR_CD8	Tex	P-value	Correlation	RMSE
TCGA.AA.3543.01A.01R.0826.07	0.057843152393647	0.154610342997239	0.107880907305167	0.0508825861466388	0.0979493928478536	0.084873076290502	0.0990068615906286	0.031922195206381	0.0715015896570858	0.143618262209635	0.0999116333552228	0	0.782008303454637	0.680384128632574
TCGA.AA.3544.01A.01R.1873.07	0.0687530508744655	0.0940573060917203	0.0932899882448784	0.0560370847457208	0.0958879156742366	0.0892255156569075	0.102699685022405	0.0310379630691979	0.10000112893443	0.189867436541378	0.0791429251446606	0	0.720188360158891	0.718997746374937
TCGA.AA.3548.01A.01R.1873.07	0.0359758852692825	0.136569890668332	0.120250391874642	0.0483430991492618	0.0741260604194409	0.070832429855716	0.128234109138695	0.0783995560931262	0.087832018776421	0.146747621727534	0.0726889370275483	0	0.787607313471996	0.675100867317063
TCGA.AA.3549.01A.02R.0821.07	0.0430521843504658	0.140457740498871	0.112731273104751	0.0633870120770976	0.0768341532428586	0.0662624651575298	0.109415303044876	0.0437766380279037	0.14121479710933	0.134075483253522	0.0687929501327955	0	0.736154998095703	0.718742021341664
TCGA.AA.3552.01A.01R.0821.07	0.0279661892470898	0.145914357876935	0.109913762632513	0.0317961581783275	0.0844299375162873	0.0681324325011725	0.101681073435629	0.0706382118324022	0.105373176899017	0.175278163598079	0.0788765362825485	0	0.724628051317788	0.72053437687131
TCGA.AA.3553.01A.01R.0821.07	0.0758669462892155	0.192539295145271	0.0739255415595513	0.0547752286889223	0.0909322562676592	0.0829449559951008	0.0916488396409408	0.0521428312393411	0.149045560759693	0.059384281487896	0.0767942629264095	0	0.70340191388238	0.756925842058344
TCGA.AA.3554.01A.01R.0826.07	0.0423271617007886	0.154178217107145	0.104353341272171	0.0630229534081163	0.114016431300713	0.0811507458998667	0.0783163193700058	0.0188758624741215	0.0961749214397166	0.151293986615402	0.0962900594119532	0	0.783200652180494	0.679810075169717
TCGA.AA.3555.01A.01R.0821.07	0.0388007853369443	0.300302589726459	0.0790657637537827	0.0439496126374323	0.0893316895392726	0.0655711400145245	0.104518915133991	0.0496974646313835	0.144185699986893	0.00513852009637015	0.0794378191429461	0	0.466217310856035	0.886943351726235
TCGA.AA.3556.01A.01R.0821.07	0.0417042642337012	0.167866857685486	0.119761256101113	0.0585661543022803	0.0867559755280988	0.0689792509195979	0.0956022819750228	0.0622491146461341	0.121133558821524	0.108013882716621	0.0693674030704212	0	0.579547899293975	0.821460454148163
TCGA.AA.3560.01A.01R.0821.07	0.0639630879139605	0.282259481532483	0.102414625120392	0.0557750824812035	0.0622433336215238	0.0800576845440257	0.103492908357269	0.030765326182816	0.0638814213723998	0.0747880497748816	0.0803589990990453	0	0.714236288077007	0.7466047201374
