Mixture	CD4_Tem	CD8_Tem_GZMK_high	CD8_Tem_GZMK_low	CD8_Tem_PD1	HLADR_CD8	MAIT	Naive_like	NK	Tex	Tgd	Treg	Tte	P-value	Correlation	RMSE
TCGA.A6.5659.01A.01R.1653.07	0.0793112572573177	0.157352134033802	0.16624346257453	0.0561621117533973	0.0389422794173477	0.0479122653529835	0.140282562630309	0.0651721790071931	0.0701656430057747	0.0538439597082885	0.0699602165599535	0.0546519286991028	0	0.756961004539158	0.733212528211833
TCGA.A6.5659.01A.01R.A278.07	0.0871452738981256	0.192267594487965	0.110432854012232	0.0802571845899853	0.0261872847091067	0.07195628192395	0.160613894219569	0.0568569065185909	0.0749360825374134	0.0497439645749002	0.046656167789356	0.0429465107388057	0	0.466518436214355	0.887163577566808
TCGA.A6.5659.01B.04R.A277.07	0.0219319548233585	0.102806410402446	0.212272540910369	0.0754536464347552	0	0.0624852402882379	0.346321304955943	0.0731040299054533	0.026608125941783	0.0438167186906995	0.0352000276469548	0	0	0.391812016019671	0.924896468312006
TCGA.A6.5659.11A.01R.1653.07	0.128494814151152	0.0787136506757953	0.147420999188936	0.0821254206961196	0.139566589680464	0.0281272176297779	0.098313685568237	0.087414553894355	0.047087859740191	0.0210708818228365	0.0350866097114448	0.106577717240691	0	0.599578054352162	0.806356848749348
TCGA.A6.5660.01A.01R.1653.07	0.109615105091617	0.145864604735018	0.146597868481851	0.080748023468256	0.0202104020178191	0.0623832414968829	0.154537007749264	0.0633896104412711	0.0597081142718842	0.0544701719559017	0.0521725780360405	0.0503032722541946	0	0.734933262025931	0.746213652918806
TCGA.A6.5661.01A.01R.1653.07	0.107620173272892	0.0939382468966798	0.108363775142453	0.0730290501251316	0.081970028255715	0.0701034336982638	0.148769074903311	0.0643775726340014	0.0673740622056432	0.0446863743265578	0.0560125294103611	0.08375567912899	0	0.84241472225563	0.653655850729241
TCGA.A6.5661.01B.05R.2302.07	0.0752067831261174	0.0486001977319179	0.192789855941245	0.0336644458081891	0.158582976807729	0.0606036739611924	0.114758290520259	0.103640494040207	0.0505476976191287	0.0261155165034483	0.0378484399514676	0.0976416279890993	0	0.411359714737107	0.916836082033506
TCGA.A6.5662.01A.01R.1653.07	0.087481427216381	0.132063311374149	0.156232667475425	0.0689068442277865	0.0274809541107251	0.0674854119726399	0.151123691752666	0.0612375140586099	0.0802927089401587	0.036626950528364	0.0710656069784405	0.0600029113646545	0	0.518297825306122	0.859717307483687
TCGA.A6.5662.11A.01R.1653.07	0.12206763868425	0.104181868200167	0.143688561758391	0.0585773216725228	0.12414081809948	0.0302766846066788	0.117067275860225	0.0773920313340495	0.0612465404193034	0.0294727483569693	0.028873150337075	0.103015360670888	0	0.722893060530071	0.728442293483531
TCGA.A6.5664.01A.21R.1839.07	0.0868892727031604	0.0532861363678193	0.145334462950805	0.0330348700218683	0.127396439422024	0.0537599143426779	0.101033064474883	0.0900147589372919	0.0831403618855404	0.0444532092689098	0.0737339899884163	0.107923519636604	0	0.814640029004748	0.652802948848389
TCGA.A6.5665.01A.01R.1653.07	0.0851522817474238	0.132664419801551	0.160677684041514	0.0449674782132578	0.0670223501554334	0.0550545492009076	0.13173764133207	0.0650686328704485	0.0650529401280561	0.0472008180322203	0.072463949460194	0.0729372550169239	0	0.787405305936667	0.703962580359415
TCGA.A6.5665.01B.03R.2302.07	0.0945356587477487	0.0707273493940926	0.190672248342008	0.0775363720249278	0.0447162822233589	0.0954701749170509	0.153784223306291	0.0978316940833753	0.0556091509298108	0.0321235067846992	0.0486251586018376	0.0383681806447989	0	0.619088124754752	0.807066965738371
TCGA.A6.5665.11A.01R.1653.07	0.153513006018341	0.0391472615755707	0.152165929236631	0.0812962089950682	0.15037775367154	0.0364519874425831	0.0800826483140672	0.0820035569712108	0.0566827287012909	0.0261847155504653	0.0248949197125703	0.117199283810661	0	0.655459522505566	0.765132656761667
TCGA.A6.5666.01A.01R.1653.07	0.102706348360567	0.172044301932506	0.122014624171439	0.0725003163489936	0.0229713725815218	0.0648964652321729	0.134083528160509	0.072103358837678	0.0660446960664529	0.0589721530144704	0.0657115955078801	0.0459512397858099	0	0.656290781759511	0.789184391450581
TCGA.A6.5667.01A.21R.1723.07	0.0959143312283831	0.115152848554117	0.176264808046074	0.0798650949765896	0.0173611582412253	0.0673163838080954	0.156794388303174	0.070230304411084	0.05371798003928	0.0669471510473919	0.0624258629484862	0.0380096883960984	0	0.731417547210271	0.750251635371923
TCGA.A6.5667.11A.01R.1723.07	0.144699935623424	0.0628305193459812	0.127851724005289	0.065947866762057	0.136822679459698	0.0348762049037514	0.10851642275327	0.0797857267415198	0.0622414915747919	0.0373247110808617	0.0280916196628131	0.111011098086542	0	0.652637541063122	0.769388867562877
TCGA.A6.6137.01A.11R.1774.07	0.107393333284864	0.0768468038913204	0.0873662168944242	0.0788936163175427	0.129468525744855	0.0497688421119849	0.118112693656138	0.0846746677646762	0.0603277306535864	0.0523723872396324	0.0566104639715121	0.0981647184694649	0	0.795322979282038	0.673366379551555
TCGA.A6.6138.01A.11R.1774.07	0.105632288448867	0.106576567492879	0.11900220413637	0.0411908715278138	0.0810529729769737	0.0592587241326976	0.101487839714582	0.0968552758925495	0.0760542526597903	0.0524647667697247	0.078201519250016	0.0822227169977356	0	0.731273310476623	0.727370266246395
TCGA.A6.6140.01A.11R.1774.07	0.0882527952929882	0.0846787603463843	0.12247862328531	0.0624821420438622	0.113202710045233	0.0623940841581548	0.13112743510569	0.057354166249655	0.0624967324636073	0.0621038212845551	0.0529122536511105	0.10051647607345	0	0.781743887722688	0.688001574110676
TCGA.A6.6141.01A.11R.1774.07	0.111727231796222	0.0671792908300614	0.134439156459881	0.0537308551857681	0.137818890270451	0.0423978536287625	0.0906408701921576	0.0611070317911432	0.0772185384633468	0.0438378759373056	0.0600511682784102	0.119851237166491	0	0.710809481702178	0.72740688583321
TCGA.A6.6142.01A.11R.1774.07	0.0720540513691004	0.161793007340504	0.140205390283974	0.0560911612626656	0.0299175566503255	0.0558676273727261	0.123326250208786	0.0927229359560114	0.0913445439037972	0.0331382654165157	0.0730488003445179	0.0704904098910766	0	0.701590938325627	0.758748243974412
TCGA.A6.6648.01A.11R.1774.07	0.100287629991654	0.114575983532626	0.136321627109381	0.0843076517930196	0.0891578322313823	0.0538378181996652	0.123551346067431	0.0652082919610414	0.046787523948312	0.0529715713269016	0.0633662115361827	0.0696265123024025	0	0.699290435334313	0.756352449649723
TCGA.A6.6649.01A.11R.1774.07	0.124211454728322	0.0864047099648384	0.0961785862140612	0.062592173029296	0.117841664007159	0.0625085841394244	0.0765295995027867	0.0713706478913616	0.081518450557099	0.0448324739716218	0.062728854807731	0.113282801186299	0	0.820602664346984	0.645604081085172
TCGA.A6.6650.01A.11R.1774.07	0.0984145000880174	0.14347462185089	0.156052570337894	0.0850985903118128	0.0563210103856012	0.0490891982809771	0.132642412052662	0.0679189935564617	0.0620776656520359	0.0394687651651796	0.0552483523233494	0.0541933199951185	0	0.759003853759686	0.729936268451171
TCGA.A6.6650.01A.11R.A278.07	0.0982721868033704	0.170110855796887	0.137732904807662	0.100494571273096	0.0293361946322031	0.0637464150005817	0.140569571343929	0.0693377552030382	0.061950479802645	0.040810425478964	0.0590348017036134	0.0286038381540095	0	0.616603803017369	0.813791766204718
TCGA.A6.6650.01B.02R.A277.07	0.0602247327514678	0.138359545075929	0.105655781079391	0.11430072666075	0.0577687519245346	0.0831393229093831	0.211757005833875	0.0500105353233194	0.0458399542013298	0.0382185553365769	0.0329205627250743	0.0618045261783696	0	0.513024990124497	0.864703364458203
TCGA.A6.6651.01A.21R.1839.07	0.0843726429577479	0.118444140931108	0.114593359769625	0.0502401074532321	0.112476126884776	0.0595912743219392	0.0902029556944936	0.0767572420344557	0.0751615283243427	0.0500599678594037	0.0712082387297858	0.0968924150390908	0	0.649280341849342	0.776845620641711
TCGA.A6.6652.01A.11R.1774.07	0.0797518792576071	0.0983562026462213	0.141395722632792	0.085897413988748	0.0494453534538267	0.0657428803786812	0.123909715846344	0.0589887969585485	0.0861871843147206	0.0576264883049143	0.0762802374724316	0.076418124745165	0	0.674056004019988	0.770160145153447
TCGA.A6.6653.01A.11R.1774.07	0.102382970449861	0.144057038134505	0.175223547567255	0.0672874503977385	0.0245778563065013	0.0575749200169137	0.113035724870895	0.083790429297064	0.0697077909387743	0.0370787588224381	0.0603889840580809	0.0648945291399731	0	0.716908842545558	0.752636071860295
TCGA.A6.6654.01A.21R.1839.07	0.0869069399005191	0.140505213498527	0.135972416410619	0.0322080977796706	0.0594407683901173	0.0646804986764403	0.0843934374069157	0.11097504383491	0.0842859758365691	0.047707320534092	0.0701974646926055	0.0827268230390139	0	0.692733795498277	0.755490765224234
TCGA.A6.6780.01A.11R.1839.07	0.119572984024708	0.145733574407781	0.149387492669268	0.0556726053544557	0.0323211038696144	0.0425698873860138	0.100245022263944	0.0819125720288574	0.0836314924260572	0.0477990167346022	0.0667029096003125	0.0744513392343851	0	0.718372127285097	0.745189945675879
TCGA.A6.6780.01A.11R.A278.07	0.0905391526282813	0.149407837144902	0.14766208510589	0.0861261692632396	0.0386074290867954	0.0663317269437808	0.159273406390078	0.0870822960759186	0.0690495740521898	0.0483145985920057	0.057605724716918	0	0	0.500359164354342	0.871463903489403
TCGA.A6.6780.01B.04R.A277.07	0.0989001729086381	0.0131212441630707	0.201040080948069	0.100175759128235	0.0882677175305623	0.0915004978282002	0.20922627938813	0.105465306458169	0.053652053621216	0.0132321687323154	0.0254187192933952	0	0	0.357543907738889	0.93844500112002
